Id,Headline,Political,Sensationalism,Framing,Stereotyping
2225,"घटनाक्रममा छलफलपछि, धारामा पानी नआएपछि स्थानीयले कार्यालय घेराउ गरे",0,0,0,0
2226,"स्थानीय विवरणअनुसार, नदी सफाइ अभियानमा सयौँ स्वयंसेवक सहभागी",0,0,0,0
2227,"नयाँ तथ्य सार्वजनिक: सम्बन्धित निकायका अनुसार, किसानलाई उचित मूल्य नदिएको भन्दै व्यापारीविरुद्ध असन्तुष्टि",0,0,1,0
2228,ताजा रिपोर्टअनुसार डिजिटल सेवा विस्तार भन्दै आलोचकको प्रतिक्रिया,0,0,1,0
2229,कृषि बजारमा बिचौलियाको प्रभावबारे किसानको गुनासो : आगामी चरणमा समीक्षा गरिने,0,0,0,0
2230,"घटनाक्रममा सम्बन्धित निकायका अनुसार, उपभोक्ताले गुणस्तरहीन सामान बिक्री भइरहेको गुनासो गरे",0,0,0,0
2231,सरकारमाथि जनताको भरोसा बढ्दै गएको दाबी,0,0,0,0
2232,व्यवसायीहरू सम्बन्धी पुरानो धारणा पर्यटन अभियान को बहसमा फेरि दोहोरियो,0,0,0,0
2233,"सम्बन्धित निकायका अनुसार, वन्यजन्तु संरक्षणका लागि निकुञ्जले नयाँ योजना ल्यायो",0,0,0,0
2234,युवा कलाकारलाई अवसर नदिएको बताउँदै आयोजकमाथि प्रश्न ,0,0,0,0
2235,"घटनाक्रममा नयाँ निर्णयसँगै, सांसदको टिप्पणीपछि संसद् बाहिरसमेत राजनीतिक विवाद चर्कियो",0,1,0,0
